流id,流带宽,进入设备时间,发送流所需时间
5192,5325,68,434
5193,3243,39,219
5194,2017,49,32
5195,2611,18,250
5196,2201,49,305
5197,6352,95,244
5198,9427,8,853
5199,3878,16,61
5200,6387,100,613
5201,3152,2,895
5202,9626,91,69
5203,5095,32,899
5204,9499,20,321
5205,5699,77,396
5206,7025,14,211
5207,2129,20,540
5208,3294,16,868
5209,7792,12,152
5210,2813,84,909
5211,1546,6,711
5212,4015,16,553
5213,6456,48,462
5214,8371,92,703
5215,8527,65,68
5216,3169,58,817
5217,7880,99,326
5218,5927,76,822
5219,1994,18,879
5220,5419,17,783
5221,3671,14,468
5222,7909,10,412
5223,8033,64,551
5224,4717,99,261
5225,9456,24,364
5226,8188,10,839
5227,9528,46,695
5228,9971,10,46
5229,4265,62,540
5230,9871,3,95
5231,5905,79,644
5232,4344,86,84
5233,7869,50,194
5234,2966,20,760
5235,1322,37,816
5236,2838,89,42
5237,3182,82,671
5238,1525,100,869
5239,5343,23,654
5240,1747,26,860
5241,1630,91,731
5242,8771,55,126
5243,8353,66,645
5244,1510,17,31
5245,9791,75,809
5246,1823,31,67
5247,2374,67,225
5248,2689,21,652
5249,9448,84,669
5250,8718,21,122
5251,9994,35,112
5252,2922,100,809
5253,6619,60,125
5254,5000,5,350
5255,1918,3,66
5256,9021,82,569
5257,7348,8,294
5258,3476,15,345
5259,4623,85,157
5260,4381,78,114
5261,4484,49,448
5262,6488,52,827
5263,5401,67,430
5264,3339,61,296
5265,4662,87,388
5266,1390,43,291
5267,3101,30,163
5268,5717,7,337
5269,3648,75,796
5270,8708,14,54
5271,8712,53,264
5272,6268,90,314
5273,2270,100,162
5274,1163,31,318
5275,7878,98,800
5276,7479,19,256
5277,8915,99,468
5278,1867,71,349
5279,9542,4,814
5280,3780,92,609
5281,9856,33,736
5282,8861,4,394
5283,8894,6,484
5284,2825,87,259
5285,2202,43,4
5286,4249,79,515
5287,1298,54,571
5288,3669,79,253
5289,7270,43,953
5290,1089,34,180
5291,4344,46,339
5292,8821,23,582
5293,7599,96,232
5294,6902,18,584
5295,8031,7,692
5296,9596,25,988
5297,9203,95,980
5298,8122,71,742
5299,9840,83,925
5300,4226,12,22
5301,4066,29,650
5302,4117,1,885
5303,4148,2,212
5304,3609,35,843
5305,6352,86,622
5306,1036,28,819
5307,1992,85,551
5308,5676,95,988
5309,6980,11,975
5310,9312,36,827
5311,6462,52,354
5312,4065,17,688
5313,3681,59,645
5314,6107,60,734
5315,3142,43,730
5316,3961,46,24
5317,9564,53,105
5318,8769,42,923
5319,1396,90,1000
5320,9502,100,578
5321,2543,81,980
5322,2220,69,82
5323,7522,43,985
5324,5940,90,506
5325,2020,37,396
5326,8336,15,158
5327,6689,93,893
5328,8907,72,422
5329,4669,13,940
5330,2137,29,529
5331,1491,99,589
5332,1636,50,824
5333,1451,55,123
5334,6897,97,276
5335,8187,41,226
5336,3698,28,362
5337,6413,22,215
5338,1959,72,839
5339,8417,69,242
5340,7876,99,277
5341,3955,19,874
5342,8797,16,342
5343,8960,94,182
5344,9576,23,258
5345,4466,40,445
5346,4353,18,182
5347,2194,0,626
5348,9418,49,974
5349,2898,61,203
5350,8735,52,615
5351,9133,67,108
5352,5694,20,872
5353,1526,0,177
5354,8276,27,961
5355,3231,4,39
5356,3178,21,157
5357,1811,28,524
5358,9846,47,669
5359,4127,71,9
5360,7008,16,766
5361,4739,9,162
5362,8323,83,548
5363,4085,30,683
5364,7314,73,224
5365,3011,38,877
5366,2024,37,698
5367,3365,56,153
5368,5032,70,76
5369,6796,82,437
5370,7411,15,457
5371,4879,96,186
5372,2414,78,617
5373,7463,100,252
5374,4795,28,991
5375,2786,97,753
5376,5217,88,215
5377,8723,61,343
5378,1246,8,418
5379,6889,97,380
5380,2772,40,661
5381,8355,43,155
5382,1924,29,421
5383,4590,11,68
5384,6134,57,526
5385,2011,83,270
5386,9347,49,371
5387,5389,92,950
5388,3231,21,951
5389,2386,89,279
5390,3322,53,724
5391,1867,27,976
5392,6507,70,949
5393,2830,37,935
5394,9322,40,263
5395,9432,0,400
5396,2118,44,381
5397,3771,17,425
5398,5841,97,343
5399,9074,9,193
5400,4817,88,100
5401,3813,63,247
5402,3089,80,696
5403,6187,14,966
5404,5652,80,416
5405,6480,96,583
5406,6841,14,892
5407,3389,52,411
5408,8069,39,822
5409,1005,29,477
5410,9419,87,762
5411,5772,91,473
5412,3928,94,622
5413,3903,96,129
5414,5943,14,199
5415,4005,86,642
5416,9351,45,69
5417,5294,78,684
5418,1502,39,39
5419,9157,26,669
5420,6588,50,594
5421,4283,1,334
5422,3713,88,189
5423,2283,58,779
5424,6188,53,803
5425,5556,47,779
5426,9219,47,82
5427,4650,24,739
5428,6463,89,440
5429,6410,19,591
5430,1221,9,195
5431,4937,7,434
5432,2902,42,840
5433,9513,25,535
5434,4441,100,222
5435,1925,7,902
5436,8669,36,371
5437,7335,2,41
5438,1841,63,191
5439,5145,88,84
5440,1850,59,944
5441,2831,10,213
5442,6416,33,174
5443,2539,94,656
5444,4276,24,609
5445,2863,10,301
5446,4233,6,59
5447,7618,63,709
5448,4975,29,556
5449,9712,6,770
5450,2263,30,29
5451,1079,78,116
5452,3223,29,235
5453,4157,56,441
5454,9110,86,488
5455,3985,55,825
5456,1708,49,455
5457,4344,91,838
5458,3321,77,285
5459,8172,18,900
5460,6485,31,992
5461,1424,98,207
5462,8171,42,30
5463,6739,19,549
5464,5008,33,304
5465,3447,83,347
5466,6594,93,802
5467,9757,86,51
5468,2873,55,322
5469,6010,92,187
5470,5528,64,591
5471,5822,88,589
5472,5689,6,741
5473,3225,87,544
5474,2764,99,790
5475,3358,87,345
5476,2001,25,53
5477,2442,24,463
5478,5833,56,907
5479,7527,12,501
5480,2584,64,948
5481,8800,48,810
5482,5598,99,117
5483,2938,17,252
5484,1442,92,941
5485,7017,19,432
5486,7895,40,67
5487,3203,21,339
5488,2897,7,401
5489,3815,21,719
5490,2610,43,96
5491,4206,89,587
5492,4112,58,614
5493,4966,63,952
5494,9996,56,113
5495,9192,85,865
5496,4030,84,333
5497,4671,33,428
5498,2356,43,916
5499,3426,92,203
5500,5160,27,92
5501,1076,84,589
5502,2704,46,747
5503,5187,88,629
5504,8586,81,740
5505,1180,7,158
5506,5976,46,618
5507,3245,27,765
5508,2776,73,371
5509,7504,57,646
5510,1081,46,902
5511,4290,70,907
5512,5392,97,732
5513,2830,93,474
5514,4995,40,951
5515,4136,31,236
5516,8035,61,294
5517,1758,67,147
5518,8284,23,95
5519,1402,53,199
5520,4228,61,667
5521,8867,73,960
5522,6054,15,843
5523,7575,14,777
5524,4832,9,26
5525,2307,53,284
5526,6599,14,498
5527,3936,82,294
5528,4503,65,367
5529,9441,62,449
5530,7824,53,148
5531,9918,32,657
5532,8986,92,257
5533,1986,35,894
5534,3769,97,645
5535,3865,78,493
5536,4718,0,301
5537,4959,81,439
5538,6475,66,306
5539,1528,34,875
5540,3600,32,194
5541,4962,17,732
5542,1982,5,995
5543,4397,85,166
5544,4489,54,229
5545,4579,47,436
5546,1316,69,819
5547,2311,85,732
5548,3820,47,558
5549,3628,94,737
5550,1630,11,836
5551,9205,2,407
5552,9278,18,179
5553,1595,84,23
5554,6374,17,495
5555,5345,66,645
5556,3621,88,3
5557,5071,51,737
5558,2253,71,266
5559,3307,12,637
5560,4605,18,141
5561,5286,97,780
5562,7238,88,258
5563,9063,100,210
5564,6295,89,771
5565,2782,95,528
5566,2954,35,524
5567,7712,85,587
5568,3131,81,617
5569,5794,28,699
5570,9670,15,215
5571,8310,85,603
5572,8960,83,835
5573,7383,6,911
5574,5770,14,396
5575,2262,11,870
5576,5138,46,663
5577,9094,89,990
5578,6484,65,185
5579,1952,13,141
5580,6635,33,446
5581,2763,31,204
5582,3045,29,43
5583,1398,61,779
5584,2333,98,161
5585,6135,15,301
5586,3666,85,730
5587,9426,15,640
5588,5479,52,465
5589,3003,20,624
5590,9525,84,521
5591,1800,46,44
5592,5151,62,528
5593,7005,63,411
5594,8821,43,878
5595,3006,60,864
5596,4823,83,639
5597,1927,90,993
5598,2092,77,648
5599,4744,18,209
5600,3283,15,944
5601,1653,42,873
5602,3184,79,271
5603,2008,0,382
5604,6370,21,125
5605,5455,64,152
5606,4349,54,336
5607,1461,5,499
5608,3010,15,785
5609,9855,93,128
5610,7025,79,849
5611,6091,89,598
5612,5114,30,422
5613,6652,74,554
5614,7544,91,722
5615,2995,100,785
5616,9555,13,670
5617,5824,91,114
5618,6545,36,566
5619,6507,37,176
5620,7431,20,550
5621,8966,73,337
5622,3584,46,160
5623,8840,48,326
5624,8900,66,463
5625,4063,2,336
5626,3014,38,281
5627,7899,59,658
5628,4331,77,248
5629,6933,53,106
5630,8079,94,305
5631,3673,100,6
5632,6572,66,673
5633,5545,72,666
5634,1858,54,580
5635,3886,11,379
5636,8133,30,41
5637,7218,62,502
5638,6918,86,607
5639,1804,15,118
5640,8651,44,947
5641,3151,21,772
5642,3755,88,860
5643,7304,52,279
5644,4376,66,861
5645,4134,79,876
5646,6208,14,674
5647,3869,57,787
5648,2510,43,129
5649,2269,86,941
5650,9076,3,425
5651,5588,98,407
5652,1059,12,143
5653,8176,56,811
5654,9662,43,565
5655,6315,50,336
5656,3950,23,179
5657,3499,24,937
5658,1704,49,449
5659,7509,9,600
5660,8833,98,732
5661,2737,97,459
5662,5178,38,575
5663,1834,42,747
5664,2968,56,725
5665,7677,81,638
5666,2748,63,188
5667,1680,32,266
5668,3809,22,311
5669,2065,22,19
5670,3278,29,721
5671,3954,57,446
5672,8244,81,567
5673,1701,79,305
5674,4172,36,64
5675,2478,81,25
5676,9869,56,659
5677,3938,11,802
5678,4180,99,492
5679,4892,55,729
5680,6872,87,27
5681,7046,51,496
5682,5538,44,909
5683,1981,90,525
5684,9900,75,47
5685,5737,97,528
5686,9126,75,146
5687,9737,41,356
5688,4108,50,580
5689,1785,41,759
5690,4764,35,703
5691,5382,64,435
5692,2138,17,211
5693,9626,69,723
5694,3949,65,258
5695,4333,73,319
5696,2382,63,387
5697,4994,59,581
5698,3821,85,481
5699,1510,97,451
5700,5213,11,110
5701,1811,2,373
5702,3061,40,750
5703,1574,72,556
5704,2149,79,194
5705,6265,39,734
5706,3753,84,790
5707,7582,67,250
5708,1761,88,626
5709,1910,59,507
5710,5205,100,255
5711,1328,38,905
5712,7792,70,684
5713,5003,48,113
5714,2660,86,256
5715,1077,29,920
5716,9587,32,812
5717,6106,83,46
5718,9641,64,869
5719,3850,29,17
5720,8518,14,329
5721,4665,92,809
5722,9746,67,540
5723,1068,41,410
5724,5079,82,718
5725,5473,64,116
5726,4553,77,250
5727,2360,0,962
5728,1901,59,316
5729,3710,99,447
5730,8333,95,18
5731,2271,83,79
5732,3259,56,63
5733,6089,39,13
5734,5498,78,22
5735,9721,85,639
5736,8134,62,447
5737,9572,6,764
5738,7893,12,935
5739,4361,79,37
5740,3012,93,551
5741,8020,71,248
5742,2626,9,602
5743,3368,21,269
5744,5990,54,251
5745,8957,9,593
5746,1617,68,580
5747,7510,47,490
5748,1238,36,670
5749,3394,25,470
5750,8470,38,192
5751,9557,51,72
5752,9268,4,226
5753,6620,29,793
5754,7953,41,326
5755,9272,100,277
5756,3510,24,37
5757,8572,58,628
5758,5750,24,399
5759,3876,14,805
5760,5183,65,160
5761,7779,46,579
5762,8918,9,998
5763,7868,30,797
5764,6042,89,545
5765,1649,18,931
5766,3349,94,658
5767,7611,97,471
5768,8071,30,235
5769,2085,83,563
5770,3501,34,105
5771,3332,71,503
5772,1606,77,909
5773,2052,60,58
5774,3852,38,895
5775,2670,68,892
5776,4129,94,17
5777,8228,24,664
5778,3106,10,168
5779,2526,89,635
5780,4999,97,838
5781,9762,71,448
5782,4710,27,130
5783,8692,7,855
5784,4318,92,601
5785,3097,18,37
5786,9601,69,375
5787,2170,52,757
5788,8777,50,863
5789,7037,76,636
5790,8131,37,881
5791,2929,71,327
5792,2363,56,6
5793,9889,92,322
5794,3493,42,31
5795,4589,54,990
5796,7219,97,845
5797,4134,72,431
5798,2048,72,496
5799,3460,26,20
5800,7009,80,377
5801,4772,85,691
5802,5404,72,550
5803,6402,77,274
5804,1319,44,690
5805,6748,92,815
5806,2659,2,589
5807,6512,42,663
5808,7515,23,261
5809,7870,42,445
5810,2967,6,948
5811,5150,65,953
5812,9268,82,212
5813,5792,71,172
5814,2521,40,419
5815,1245,56,129
5816,5805,39,683
5817,1352,71,334
5818,3892,41,333
5819,3785,60,73
5820,8782,22,413
5821,5636,18,220
5822,5121,60,128
5823,1334,66,896
5824,1681,0,471
5825,3694,53,412
5826,8893,6,132
5827,1730,56,777
5828,4004,72,2
5829,7301,0,129
5830,9552,71,241
5831,9571,38,535
5832,9402,86,215
5833,6105,100,403
5834,4176,15,621
5835,8946,86,173
5836,4415,3,30
5837,3134,76,639
5838,1118,50,860
5839,3639,45,125
5840,6091,89,704
5841,7445,36,290
5842,8791,46,256
5843,5950,30,854
5844,2775,48,671
5845,1654,0,449
5846,7198,2,122
5847,4673,91,235
5848,4735,78,3
5849,4538,95,172
5850,4007,6,330
5851,9687,45,417
5852,7223,5,582
5853,5951,39,844
5854,4208,16,829
5855,4301,5,232
5856,5017,15,2
5857,1124,48,745
5858,2932,52,421
5859,9667,57,782
5860,4334,7,737
5861,7496,9,952
5862,5424,15,782
5863,1017,41,455
5864,4347,46,461
5865,7757,72,116
5866,2841,41,613
5867,4187,92,528
5868,1950,34,586
5869,6890,49,36
5870,5669,6,907
5871,3491,58,942
5872,7209,97,826
5873,1712,38,941
5874,7850,73,300
5875,5573,68,178
5876,2967,38,80
5877,6172,81,793
5878,2101,19,561
5879,6360,73,639
5880,9525,88,686
5881,3150,84,663
5882,6045,97,61
5883,4986,75,790
5884,9515,24,715
5885,1760,24,979
5886,8246,48,462
5887,2428,35,408
5888,3963,30,415
5889,5379,35,681
5890,2874,33,730
5891,7783,9,133
5892,4937,23,986
5893,8718,97,373
5894,7053,89,101
5895,4495,52,269
5896,4812,55,661
5897,5207,16,710
5898,5336,79,464
5899,4430,36,172
5900,6540,3,926
5901,2814,94,748
5902,4050,46,492
5903,9899,45,898
5904,2862,23,242
5905,3007,95,839
5906,2402,72,464
5907,8981,57,35
5908,3852,83,214
5909,6984,71,634
5910,5887,85,543
5911,6081,3,156
5912,1000,72,927
5913,7348,15,918
5914,5620,10,166
5915,9339,62,855
5916,6634,61,139
5917,1655,96,947
5918,3926,60,533
5919,9548,80,151
5920,8911,67,824
5921,6553,47,507
5922,8200,37,995
5923,9312,38,391
5924,9334,31,668
5925,5319,23,640
5926,3434,23,136
5927,7626,55,655
5928,1942,83,188
5929,1368,5,225
5930,8653,29,749
5931,3219,18,440
5932,2986,53,601
5933,2060,27,833
5934,8898,89,862
5935,2393,24,362
5936,2448,37,96
5937,1563,19,352
5938,3916,68,772
5939,8140,88,43
5940,6926,84,834
5941,8388,22,109
5942,8116,68,436
5943,3078,94,258
5944,1854,15,516
5945,9565,71,675
5946,2492,4,925
5947,1018,37,316
5948,2812,56,631
5949,4578,26,74
5950,6766,75,568
5951,3653,21,6
5952,4502,27,243
5953,5856,14,905
5954,9606,12,560
5955,8028,89,691
5956,1531,98,383
5957,3236,73,617
5958,3389,84,917
5959,6501,45,343
5960,4287,39,252
5961,8422,83,629
5962,2391,74,452
5963,9946,29,637
5964,5950,35,148
5965,5435,63,193
5966,2616,3,290
5967,8195,53,589
5968,9008,17,669
5969,2651,30,544
5970,3547,42,120
5971,1867,11,17
5972,8245,32,915
5973,5032,77,969
5974,9875,45,401
5975,5749,37,2
5976,3960,39,613
5977,5736,42,364
5978,4942,18,257
5979,5767,19,613
5980,3305,65,183
5981,4899,9,769
5982,1351,7,353
5983,4662,48,939
5984,8942,94,680
5985,3623,7,785
5986,1235,30,409
5987,2020,7,601
5988,8329,63,484
5989,9596,48,176
5990,2806,42,198
5991,3135,70,485
5992,8273,57,893
5993,9291,2,50
5994,5207,64,429
5995,5547,75,801
5996,8050,95,14
5997,4796,46,509
5998,7970,93,374
5999,9690,81,724
6000,6990,5,73
6001,2816,71,870
6002,4197,59,116
6003,8754,14,814
6004,2353,3,882
6005,2450,99,512
6006,7621,67,316
6007,3959,21,563
6008,1831,57,907
6009,1765,93,346
6010,9930,58,492
6011,7945,32,155
6012,7929,31,2
6013,2801,44,983
6014,3632,18,463
6015,4961,90,505
6016,3152,40,816
6017,5535,88,220
6018,1215,89,703
6019,5919,30,962
6020,9321,12,235
6021,4575,44,268
6022,1942,15,521
6023,6167,30,47
6024,6498,5,519
6025,2631,36,847
6026,3900,8,712
6027,2269,50,246
6028,7996,90,632
6029,5422,15,4
6030,7096,63,899
6031,4190,58,493
6032,4715,97,483
6033,6032,43,252
6034,9682,94,704
6035,9240,85,489
6036,5354,48,143
6037,2996,16,808
6038,5409,18,622
6039,5732,75,5
6040,7386,93,454
6041,7060,99,445
6042,5631,60,598
6043,8458,1,621
6044,5988,72,512
6045,9357,8,982
6046,7626,3,729
6047,6788,85,605
6048,4157,11,627
6049,4167,97,673
6050,7356,56,472
6051,5903,10,349
6052,9586,46,883
6053,3006,51,855
6054,6117,57,224
6055,8238,23,887
6056,9668,33,65
6057,5368,56,773
6058,9255,52,741
6059,1906,11,251
6060,6222,94,418
6061,2945,1,216
6062,2659,69,745
6063,9702,71,746
6064,3445,50,676
6065,4317,16,1000
6066,5339,48,237
6067,6775,82,370
6068,4840,59,785
6069,1214,79,11
6070,9824,77,15
6071,4483,92,745
6072,5648,22,141
6073,7534,53,108
6074,1669,11,717
6075,4216,55,660
6076,3274,18,819
6077,1526,29,340
6078,5948,20,545
6079,5384,25,801
6080,1387,98,152
6081,6439,34,842
6082,5448,55,389
6083,1458,34,538
6084,2995,21,893
6085,1071,79,279
6086,1250,66,130
6087,5381,100,516
6088,3430,41,371
6089,5864,71,276
6090,8504,100,60
6091,4792,60,601
6092,4183,81,699
6093,7117,58,991
6094,7459,57,280
6095,8396,89,219
6096,1318,22,260
6097,2887,78,659
6098,4416,38,9
6099,9117,43,521
6100,4195,61,880
6101,3926,26,351
6102,1586,21,752
6103,2094,63,318
6104,7355,42,689
6105,4834,3,249
6106,1422,87,98
6107,1516,68,191
6108,8443,44,776
6109,7084,56,179
6110,2047,59,22
6111,2613,43,4
6112,1684,59,799
6113,6168,58,581
6114,8499,49,839
6115,7922,58,882
6116,2446,44,945
6117,3309,12,125
6118,5326,2,87
6119,8553,62,495
6120,3072,81,806
6121,7519,82,196
6122,9630,80,389
6123,9111,45,583
6124,1126,29,555
6125,9043,100,722
6126,3359,19,665
6127,3134,48,766
6128,2340,89,906
6129,7228,55,165
6130,8144,3,422
6131,3875,68,743
6132,4595,50,950
6133,1150,51,300
6134,8246,23,39
6135,8907,75,380
6136,5346,44,417
6137,4809,69,706
6138,5943,70,397
6139,5894,32,102
6140,8103,87,922
6141,7463,100,929
6142,1202,1,600
6143,2339,93,478
6144,2294,48,578
6145,8976,52,676
6146,3430,11,772
6147,7101,33,164
6148,9626,88,398
6149,3909,34,56
6150,4696,50,271
6151,4413,24,807
6152,8521,69,106
6153,2467,69,605
6154,3529,33,624
6155,3289,30,685
6156,6325,45,283
6157,4946,20,881
6158,4288,84,314
6159,2709,22,829
6160,9233,79,190
6161,2566,19,381
6162,3204,11,282
6163,4897,66,571
6164,8936,23,496
6165,3485,65,412
6166,8420,46,949
6167,5891,71,939
6168,9869,43,710
6169,7114,39,248
6170,1739,72,214
6171,9197,16,17
6172,1423,95,7
6173,7216,94,799
6174,1526,91,439
6175,6049,55,376
6176,6339,97,558
6177,3457,1,837
6178,9448,76,86
6179,2419,53,672
6180,9942,30,364
6181,2881,0,514
6182,8777,5,578
6183,3543,24,20
6184,4347,75,70
6185,7582,17,734
6186,5082,40,998
6187,3133,14,436
6188,3075,6,91
6189,1939,95,484
6190,1541,96,205
6191,1305,99,736
6192,1051,71,681
6193,4629,97,637
6194,9259,26,39
6195,5879,74,45
6196,2443,39,937
6197,8652,86,853
6198,6326,55,739
6199,3710,98,660
6200,3580,47,320
6201,3373,46,35
6202,5064,17,254
6203,1123,16,65
6204,4057,18,999
6205,4478,8,612
6206,8731,4,259
6207,6392,35,200
6208,7345,76,110
6209,6171,19,472
6210,1674,24,548
6211,1614,73,430
6212,1364,64,868
6213,1424,34,553
6214,1817,5,696
6215,7689,95,591
6216,4757,77,867
6217,1472,80,977
6218,5617,81,453
6219,8922,24,563
6220,2696,38,938
6221,9717,55,554
6222,6247,20,264
6223,9874,56,933
6224,7028,69,619
6225,6343,70,651
6226,1886,11,315
6227,2292,8,710
6228,1594,67,207
6229,1489,67,497
6230,8009,64,760
6231,6723,2,254
6232,7775,74,294
6233,4178,7,226
6234,6086,11,859
6235,3374,7,645
6236,2454,12,851
6237,5041,73,666
6238,6592,23,804
6239,3785,18,577
6240,7250,20,40
6241,9485,16,383
6242,3676,85,869
6243,2660,49,967
6244,6651,25,222
6245,4019,6,239
6246,8431,72,569
6247,3289,69,558
6248,7903,16,728
6249,8015,23,188
6250,8213,75,271
6251,6553,50,834
6252,5996,50,233
6253,6400,47,501
6254,7597,41,517
6255,1687,31,222
6256,1803,70,3
6257,6678,39,72
6258,6948,84,608
6259,2226,22,309
6260,9127,68,154
6261,2191,86,598
6262,9120,66,851
6263,4684,28,626
6264,3926,50,280
6265,2394,98,375
6266,9958,73,319
6267,5967,80,589
6268,4623,58,427
6269,5050,85,639
6270,1254,7,74
6271,5962,16,16
6272,1629,74,612
6273,4199,77,832
6274,5773,8,867
6275,7151,87,314
6276,2051,69,345
6277,7336,24,178
6278,1763,35,933
6279,6480,70,620
6280,3041,32,718
6281,1293,86,616
6282,2095,40,442
6283,1698,69,217
6284,5111,10,599
6285,9388,34,739
6286,8152,20,475
6287,2786,10,58
6288,7656,78,506
6289,5569,28,12
6290,9454,31,589
6291,7239,15,626
6292,7568,87,379
6293,5835,34,653
6294,4600,12,110
6295,1575,85,263
6296,3841,22,296
6297,9852,5,192
6298,6584,91,24
6299,5766,25,770
6300,5523,25,342
6301,3232,34,988
6302,3924,75,94
6303,7195,7,615
6304,9234,46,299
6305,2617,55,13
6306,4966,74,997
6307,6221,92,472
6308,6604,60,214
6309,4865,43,58
6310,1094,14,549
6311,9789,64,590
6312,2604,39,500
6313,3889,4,972
6314,3007,34,64
6315,1109,90,953
6316,5433,4,109
6317,7042,56,229
6318,3304,79,442
6319,6601,34,714
6320,4507,21,791
6321,6457,6,510
6322,3628,22,34
6323,4508,2,414
6324,7471,100,394
6325,3623,17,541
6326,5300,91,192
6327,1541,5,5
6328,9040,77,883
6329,2656,31,854
6330,2243,21,544
6331,4642,27,27
6332,9441,100,661
6333,2739,13,177
6334,3875,38,678
6335,5846,22,357
6336,7153,26,333
6337,2548,60,276
6338,4238,29,427
6339,5015,75,176
6340,1839,56,949
6341,9982,41,649
6342,9536,77,199
6343,8442,11,102
6344,6894,78,803
6345,5892,91,362
6346,9604,28,639
6347,1777,26,249
6348,5074,75,587
6349,5769,79,11
6350,5740,60,209
6351,6725,82,349
6352,7684,23,427
6353,4749,70,232
6354,1213,83,663
6355,4216,88,160
6356,5643,13,230
6357,4106,0,616
6358,9826,5,777
6359,3118,7,580
6360,3147,21,724
6361,2879,36,697
6362,8504,48,85
6363,3013,29,936
6364,6923,67,127
6365,6076,41,54
6366,6282,12,899
6367,2273,32,579
6368,1418,56,777
6369,5303,18,670
6370,1022,47,893
6371,9060,48,202
6372,2378,41,420
6373,8414,46,189
6374,8264,38,924
6375,9357,69,443
6376,3392,97,723
6377,9893,67,888
6378,2062,4,81
6379,6848,50,50
6380,5010,53,1000
6381,1633,26,668
6382,5516,81,130
6383,1982,1,11
6384,2387,56,813
6385,5125,28,840
6386,9098,65,68
6387,5397,93,624
6388,5683,77,599
6389,2956,29,844
6390,8922,24,33
6391,4306,87,837
6392,7731,60,560
6393,9096,4,985
6394,1846,68,497
6395,4909,33,113
6396,7536,87,773
6397,3562,25,706
6398,4082,33,854
6399,3462,17,272
6400,6469,84,600
6401,7394,10,170
6402,5198,0,611
6403,5126,72,758
6404,6566,89,182
6405,2545,75,72
6406,7287,47,325
6407,1615,18,21
6408,3450,39,419
6409,1452,68,743
6410,6470,28,709
6411,3936,24,338
6412,7938,55,837
6413,4818,5,98
6414,3522,37,580
6415,3587,35,100
6416,8528,74,878
6417,1001,5,391
6418,4154,88,17
6419,8857,71,767
6420,6449,56,895
6421,6734,82,970
6422,7397,93,688
6423,5801,53,743
6424,2694,16,970
6425,2851,82,678
6426,9734,58,35
6427,4603,74,607
6428,3871,19,6
6429,4709,22,70
6430,6114,10,661
6431,6859,68,476
6432,6618,67,297
6433,2374,3,682
6434,2397,14,365
6435,4827,65,93
6436,4771,55,537
6437,6343,84,928
6438,8748,57,952
6439,3992,66,597
6440,5597,68,884
6441,8865,45,351
6442,4132,34,947
6443,5506,27,531
6444,8576,41,497
6445,4325,56,507
6446,5011,71,423
6447,1686,35,601
6448,4355,10,686
6449,4762,83,869
6450,8470,100,382
6451,1718,37,820
6452,1356,18,28
6453,4047,32,282
6454,5427,15,958
6455,2690,52,82
6456,8422,10,128
6457,4497,24,663
6458,5847,9,363
6459,3215,47,738
6460,1778,14,755
6461,3614,71,627
6462,8980,32,2
6463,3608,0,423
6464,6817,73,197
6465,2762,63,36
6466,6163,1,651
6467,1020,79,422
6468,6386,75,470
6469,6129,61,469
6470,2552,70,223
6471,2656,98,818
6472,5231,1,709
6473,6701,19,832
6474,3567,71,163
6475,4566,26,85
6476,2669,76,901
6477,5810,23,112
6478,3002,29,83
6479,7117,81,921
6480,3524,93,900
6481,7831,69,186
6482,5117,16,211
6483,8178,65,751
6484,3540,90,590
6485,5231,100,148
6486,5715,32,387
6487,7526,12,599
6488,1097,85,42
6489,3281,3,989
6490,3314,26,785
6491,9409,50,560
6492,7432,62,628
6493,5956,99,631
6494,1413,34,507
6495,3711,12,162
6496,4963,18,995
6497,6582,12,225
6498,9025,11,69
6499,4945,96,697
6500,6361,9,412
6501,1646,47,953
6502,3507,77,272
6503,7007,13,916
6504,2930,7,319
6505,3263,69,929
6506,7048,10,365
6507,1667,49,190
6508,1754,95,112
6509,4583,19,513
6510,9645,36,473
6511,9649,30,52
6512,6868,14,713
6513,9065,14,485
6514,8312,66,960
6515,3445,16,32
6516,2697,9,390
6517,9135,29,248
6518,6334,45,703
6519,6021,29,549
6520,3153,62,785
6521,6027,3,400
6522,9711,52,477
6523,6624,41,635
6524,4961,84,448
6525,3839,70,418
6526,3519,0,138
6527,3702,24,628
6528,8054,43,220
6529,7058,58,473
6530,3727,21,395
6531,2618,29,375
6532,1370,22,548
6533,1686,2,947
6534,7716,17,261
6535,2836,5,780
6536,5140,33,737
6537,2055,30,620
6538,2990,97,433
6539,1675,58,240
6540,3621,18,715
6541,8238,60,550
6542,8692,33,63
6543,4978,25,107
6544,8857,62,220
6545,7590,56,1000
6546,1558,46,725
6547,8809,58,336
6548,7547,66,683
6549,6798,69,37
6550,9724,17,266
6551,2047,69,148
6552,4356,14,797
6553,8991,82,568
6554,2597,28,791
6555,3150,67,490
6556,9053,18,256
6557,4183,98,406
6558,8394,62,878
6559,7439,40,877
6560,4499,25,696
6561,9223,53,628
6562,1228,62,814
6563,3062,99,647
6564,6411,92,973
6565,7233,93,562
6566,6652,23,141
6567,5632,36,113
6568,8719,49,284
6569,3622,20,39
6570,9562,40,423
6571,1532,100,899
6572,3856,58,973
6573,1790,100,374
6574,6960,40,350
6575,6960,75,317
6576,9836,60,46
6577,2808,88,961
6578,8504,94,475
6579,4869,73,374
6580,4066,71,943
6581,4076,89,516
6582,8619,61,620
6583,4708,43,429
6584,6116,81,349
6585,5470,50,860
6586,4749,81,487
6587,5817,22,926
6588,8421,75,307
